base_L2@1s,base_L2@2s,base_L2@3s,base_avgL2@1s,base_avgL2@2s,base_avgL2@3s,base_coll@1s,base_coll@2s,base_coll@3s,base_cumColl@1s,base_cumColl@2s,base_cumColl@3s,base_meanColl@1s,base_meanColl@2s,base_meanColl@3s,base_status,command,got_L2@1s,got_L2@2s,got_L2@3s,got_avgL2@1s,got_avgL2@2s,got_avgL2@3s,got_beats_base,got_cand_cmd,got_cand_kin,got_cand_total,got_cand_vals,got_candidate_spread,got_coll@1s,got_coll@2s,got_coll@3s,got_cumColl@1s,got_cumColl@2s,got_cumColl@3s,got_meanColl@1s,got_meanColl@2s,got_meanColl@3s,got_minADE_C,got_n_candidates,got_oracle_L2@1s,got_oracle_L2@2s,got_oracle_L2@3s,got_oracle_avgL2@1s,got_oracle_avgL2@2s,got_oracle_avgL2@3s,got_pred,got_selection_gap_L2@1s,got_selection_gap_L2@2s,got_selection_gap_L2@3s,got_selection_gap_avgL2@1s,got_selection_gap_avgL2@2s,got_selection_gap_avgL2@3s,got_selection_rank,got_selection_top1,got_status,got_worst_candidate,mean_coll@1s,mean_coll@2s,mean_coll@3s,mean_cumColl@1s,mean_cumColl@2s,mean_cumColl@3s,mean_meanColl@1s,mean_meanColl@2s,mean_meanColl@3s,sample_token,scene,seed
0.7363,1.6904,2.0203,0.5819,1.0796,1.2851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.7363,1.6904,3.4521,0.5819,1.0796,1.5238,False,"[-0.1305, -0.2611, -0.0653, -0.3916, -0.0, -0.1305, -0.1958, -8.2899]","[-229.0101, -134.617, -651.0794, -4475.2944, -2072.6792, -7158.6808, -14446.2855, -947454.7261]","[3.2064, 3.1581, -1000648.6551, -1004472.87, -2002951.3901, -2008037.3917, -2015324.9965, -2948333.437]","[1.524, 0.994, 1.94, 2.071, 1.478, 1.688, 1.604, 11.847]",3.3977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943,8.0,0.7363,1.6904,0.7648,0.5819,1.0796,0.9943,"[[4.542, 0.0], [9.111, 0.0], [13.965, -0.131], [18.248, -0.131], [21.674, -0.131], [27.385, -0.261]]",0.0,0.0,2.6873,0.0,0.0,0.5295,2.0,0.0,ok,11.8471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d849f5a053f741e6a5f09983cf036225,scene-0277,43
1.2572,2.4287,5.4238,0.9834,1.6603,2.7059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.2572,2.4287,5.4238,0.9834,1.6603,2.5632,True,"[-0.0653, -0.0653, -0.0653, -0.2611, -0.0, -0.0, -0.1305, -0.0653]","[-64.0882, -352.5658, -408.973, -113.4655, -1440.5173, -4810.9902, -7993.8257, -15941.7771]","[2.9907, 2.836, 2.8253, 0.4791, -1001438.5608, -1004809.0336, -1007991.7692, -1015939.7206]","[2.563, 3.087, 3.039, 1.568, 3.139, 2.177, 3.66, 2.839]",0.6066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5676,8.0,1.2572,2.4287,0.5896,0.9834,1.6603,1.5676,"[[3.115, 0.0], [6.541, 0.0], [9.682, 0.0], [12.823, 0.0], [16.249, 0.0], [18.248, -0.131]]",0.0,0.0,4.8342,0.0,0.0,0.9956,2.0,0.0,ok,3.6595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ef710f7aad4c4bcf9ac21ef155c8c3d1,scene-0277,43
1.38,1.3643,0.712,0.9319,1.2444,1.1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.961,1.3643,0.6045,1.0819,1.3194,1.0725,True,"[-0.8486, -0.8486, -0.3264, -0.5222, -3.0026, -4.6998, -1.893, -0.1958]","[-162.9731, -19.7056, -2451.8982, -3207.1097, -7571.7114, -36432.0046, -113640.4048, -257601.529]","[3.7319, 3.7181, -1002449.264, -1003204.4601, -1007569.0773, -1036429.355, -1113637.7551, -1257598.8948]","[1.073, 1.023, 1.73, 1.62, 2.552, 4.537, 4.617, 11.349]",3.2306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0225,8.0,1.38,1.3643,0.6045,0.9319,1.2444,1.0225,"[[3.971, 0.0], [6.827, 0.0], [11.11, 0.261], [15.393, 0.522], [19.961, 0.783], [24.53, 1.697]]",0.581,0.0,0.0,0.15,0.075,0.05,1.0,0.0,ok,11.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c0cd7a49d9924264b2be63b6ce9a9674,scene-0277,43
2.5633,3.8413,4.0997,1.8994,2.8178,3.3128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.5633,3.5602,4.1329,1.8994,2.7475,3.2714,True,"[-0.3264, -0.4569, -0.7833, -0.0, -0.3264, -0.2611, -8.2899, -0.0]","[-143.7086, -6092.1345, -6389.2691, -130808.7336, -4486.894, -9654.8216, -18005.5704, -19823.6165]","[4.1016, -1006088.9991, -1006386.1336, -1130805.5982, -2005266.862, -2010434.7897, -2018785.5384, -2020603.5846]","[3.271, 3.137, 3.897, 9.912, 2.926, 3.043, 4.672, 3.042]",2.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9259,8.0,2.5633,1.2234,4.1329,1.8994,2.2291,2.9259,"[[3.686, 0.0], [7.398, 0.0], [11.11, 0.131], [15.393, 0.261], [18.248, 0.392], [21.674, 0.653]]",0.0,2.3368,0.0,0.0,0.5184,0.3456,4.0,0.0,ok,9.9118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f4b5b6fc59e34da6bd18d4d8e299dab8,scene-0278,43
5.5714,10.1338,13.4971,4.173,6.7022,8.9348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.5702,10.1338,13.4971,4.0296,6.4878,8.5067,True,"[-0.5222, -1.1097, -0.3916, -0.5222, -8.2899, -0.0653, -6.9191, -0.2611]","[-130.4746, -1253.5247, -2793.8831, -7096.7706, -10489.8479, -11587.1452, -13568.6105, -57029.6277]","[3.6011, -1001251.2253, -1002791.5837, -1007093.4386, -1010487.5486, -1011583.8131, -1013565.2785, -1057026.2957]","[8.507, 8.016, 8.61, 9.409, 9.618, 9.358, 11.874, 7.362]",1.2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3625,8.0,5.5702,14.4084,10.9124,4.0296,7.8419,7.3625,"[[3.4, 0.0], [7.398, 0.0], [10.539, 0.261], [14.25, 0.522], [17.391, 0.783], [21.389, 1.044]]",0.0,-4.2746,2.5847,0.0,-1.3541,1.1442,2.0,0.0,ok,11.8743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b0b7ef23a4fb418690e43900525d09ad,scene-0278,43
1.0933,0.8886,0.895,0.8215,1.1367,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.0933,2.5921,0.895,0.8215,1.8524,1.5872,False,"[-0.1958, -0.1958, -1.9582, -0.9138, -0.1958, -0.0653, -0.0, -8.2899]","[-702.7944, -312.9504, -3837.9757, -4537.489, -6151.5823, -18253.3724, -89798.6937, -971415.7807]","[3.9202, 3.7085, -1003834.9695, -1004534.4828, -1006148.576, -1018250.5791, -1089795.9004, -1971412.9874]","[1.587, 1.11, 2.121, 4.15, 2.823, 6.637, 3.83, 12.601]",3.5186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,8.0,1.0933,0.8886,0.895,0.8215,1.1367,1.11,"[[3.4, 0.0], [6.541, 0.0], [11.681, 0.392], [14.536, 0.0], [16.249, 0.392], [19.39, 0.392]]",0.0,1.7035,0.0,0.0,0.7158,0.4772,1.0,0.0,ok,12.6007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ba4c95ffea104b088e07bdc2c7a0300a,scene-0278,43
1.6658,4.7246,11.1405,1.2166,2.4259,4.6591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,2.394,4.7246,10.3604,1.5807,2.6353,4.6476,True,"[-1.893, -1.893, -1.6971, 3.0679, -8.2899, -6.0706, -1.2402, -1.3708]","[-523.1993, -71.4819, -2643.6713, -3263.0012, -43081.9006, -55876.9686, -110561.118, -1082476.3265]","[1.5048, 1.4157, -1002642.7954, -1003262.2157, -1043081.0247, -1055876.0927, -1110560.3325, -2082475.5409]","[4.648, 4.526, 4.913, 3.437, 8.716, 8.631, 5.613, 13.14]",3.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4373,8.0,1.6658,4.7246,3.5636,1.2166,2.4533,3.4373,"[[1.973, 0.131], [3.115, 0.131], [6.541, 0.783], [8.54, 1.697], [10.539, 2.35], [13.108, 3.786]]",0.7282,0.0,6.7969,0.3641,0.182,1.2103,2.0,0.0,ok,13.1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ee82f97267f747c78c3458640faf9d67,scene-0278,43
3.7331,7.4383,12.3521,2.7523,4.6877,7.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,3.7331,9.4381,12.3521,2.7523,5.3309,7.2958,False,"[-0.2611, -0.3916, -0.5875, -0.2611, -0.5875, -8.2899, -2.611, -0.1305]","[-487.2345, -132.6659, -356.0112, -81.5203, -4596.9486, -14950.6443, -27225.9532, -45012.5734]","[3.2793, 3.2523, 3.1633, 3.1403, -1004595.075, -1014948.6057, -1027224.0797, -1045010.6999]","[7.296, 8.013, 8.157, 6.867, 7.067, 9.778, 8.507, 16.385]",2.9212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.867,8.0,3.7331,7.4383,12.3521,2.7523,4.6877,6.867,"[[3.686, 0.0], [7.398, -0.131], [11.681, 0.0], [16.249, -0.131], [18.248, -0.261], [21.674, -0.522]]",0.0,1.9998,0.0,0.0,0.6433,0.4289,2.0,0.0,ok,16.3854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269601cc1e4d45a3a36fbf291d45a447,scene-0329,43
3.8258,7.1677,9.9401,2.9393,4.7004,6.2812,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,ok,straight,3.8258,7.1677,8.7977,2.9393,4.7727,6.139,True,"[-0.3264, -0.3264, -1.436, -0.6527, -2.3499, -6.1358, -8.2899, -0.2611]","[-220.7706, -142.9519, -1254.4437, -1607.6243, -1636.7302, -5356.3948, -19524.4159, -283992.3318]","[3.6761, 3.5848, -1001252.0288, -1001605.1173, -1001634.3153, -1005353.8877, -1019522.001, -1283989.8247]","[6.139, 6.284, 8.261, 6.004, 7.473, 7.065, 8.377, 10.864]",1.5166,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.6666666666666666,6.0037,8.0,3.8258,7.1677,7.6369,2.9393,4.7727,6.0037,"[[2.258, 0.0], [4.257, 0.131], [6.827, 0.261], [8.54, 0.261], [11.11, 0.392], [11.966, 0.653]]",0.0,0.0,1.1609,0.0,0.0,0.1353,1.0,0.0,ok,10.8642,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.8333333333333334,f70d94a083f3437e8fd693d8648b6587,scene-0329,43
0.8282,1.3866,1.13,0.6446,0.8805,0.8799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,1.146,1.4253,0.107,0.9549,1.1162,0.8666,True,"[1.9582, 1.9582, 3.2637, 0.1958, 2.6763, 4.3081, 3.8512, 0.718]","[-170.244, -112.3263, -924.5052, -3028.2968, -10840.5586, -54547.4642, -66969.7157, -121345.0603]","[3.0028, 2.5522, -1000922.4196, -1003025.7593, -1010838.473, -1054544.9266, -1066967.1781, -1121342.9747]","[0.867, 0.763, 2.009, 2.747, 2.113, 3.574, 4.993, 4.373]",1.4471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7631,8.0,0.8282,1.4253,0.107,0.6446,0.9611,0.7631,"[[2.544, -0.261], [4.828, -0.653], [6.827, -0.783], [9.111, -2.089], [10.253, -3.133], [11.966, -3.916]]",0.3178,0.0,0.0,0.3103,0.1552,0.1034,1.0,0.0,ok,4.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10a3ee039c4c482ab220e69c1e420031,scene-0329,43
0.2477,0.8115,0.6612,0.2609,0.4116,0.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.2477,0.783,1.3623,0.2609,0.4045,0.6546,False,"[-1.5666, -1.5666, -3.3943, -2.3499, -0.3916, -1.0444, -1.3055, -0.718]","[-195.0429, -315.3313, -1714.7714, -3617.1073, -3782.0275, -4829.0772, -15136.896, -56909.0486]","[1.7854, 1.7754, -1001713.5491, -1003615.8883, -1003780.8085, -1004827.8582, -1015135.6737, -1056907.8263]","[0.655, 0.801, 2.544, 2.831, 2.007, 2.264, 1.949, 2.482]",0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6546,8.0,0.2477,0.783,1.3623,0.2609,0.4045,0.6546,"[[1.973, -0.131], [4.257, -0.261], [6.541, -0.783], [7.969, -0.914], [10.539, -2.089], [12.823, -3.133]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,2.8311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f954522c65fe49208c969909442ca375,scene-0329,43
0.7832,2.404,3.7865,0.676,1.352,1.9349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,left,0.7832,2.404,3.7865,0.676,1.352,1.9349,False,"[2.3499, 2.3499, 2.4152, 8.2899, 8.2899, 8.2899, 3.7859]","[-267.4937, -8827.0832, -10831.5788, -16123.2635, -26212.2031, -57448.4174, -73572.2971]","[2.3414, -1008825.6114, -1010830.107, -1016121.7917, -1026209.9496, -1057446.9455, -1073570.0436]","[1.935, 2.71, 2.199, 4.626, 4.588, 5.257, 3.63]",1.2127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9349,7.0,0.7832,2.404,3.7865,0.676,1.352,1.9349,"[[1.687, 0.131], [3.686, 0.653], [5.113, 1.175], [6.541, 2.35], [8.54, 4.569], [9.968, 4.7]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,5.2572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b98e65c90a7a445a907a3bb1467b551b,scene-0330,43
0.02,1.0774,0.4701,0.1223,0.4298,0.5466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.02,1.0774,1.6149,0.1223,0.4298,0.7374,False,"[-0.0, -0.0, -0.6527, -0.3916, -0.0, -1.5666, -0.9791, -0.3264]","[-14.6244, -435.8064, -89.9544, -1395.3239, -5969.881, -10342.6122, -939920.8976, -969548.6666]","[3.9427, 3.8446, 2.6925, -1001393.0003, -1005967.4604, -1010340.1916, -1939918.574, -1969546.3431]","[0.737, 0.927, 1.46, 1.006, 1.285, 1.683, 10.376, 9.942]",3.8984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7374,8.0,0.02,1.0774,1.6149,0.1223,0.4298,0.7374,"[[3.115, 0.0], [6.541, 0.0], [9.682, 0.0], [12.823, 0.0], [16.249, 0.0], [19.39, 0.0]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,10.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8135e2527da0405d9887a6a9b456586f,scene-0330,43
1.455,3.4445,6.755,0.9924,1.9288,3.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.455,3.4445,7.0378,0.9924,1.9288,3.3601,False,"[-0.5222, -1.0444, -0.5222, -1.1749, -1.1097, -0.9138, -2.4804, -8.2899]","[-55.7297, -182.1331, -572.1454, -619.0933, -1872.0462, -7440.3322, -14476.8449, -16646.1629]","[6.2806, 6.047, 5.9326, 5.658, -1001867.1831, -1007435.4691, -1014472.2491, -1016641.567]","[3.36, 3.081, 3.84, 4.574, 3.955, 5.282, 5.206, 5.095]",0.8055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0813,8.0,1.455,3.4445,6.7644,0.9924,1.9288,3.0813,"[[2.258, 0.0], [4.542, 0.0], [6.541, 0.0], [8.54, 0.0], [11.11, 0.0], [13.108, 1.044]]",0.0,0.0,0.2735,0.0,0.0,0.2788,1.0,0.0,ok,5.2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89f10c1e72e34cd1b8fd94dda57dbe0e,scene-0330,43
5.1135,9.682,15.393,3.9714,6.327,8.8255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.1135,9.9675,16.2496,3.9714,6.327,8.9682,False,"[-0.0653, -2.611, -0.2611, -0.0653, -0.0653, -0.1305, -1.0444, -0.1958]","[-93.4515, -854.8004, -1081.6543, -1365.8482, -4722.2069, -5577.9838, -6245.0924, -18316.5643]","[4.2438, -1000852.484, -1001078.8375, -1001363.5318, -1004719.8906, -1005575.1671, -1006242.776, -1018313.7475]","[8.968, 10.66, 9.113, 9.541, 9.972, 7.976, 9.235, 10.011]",0.7603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9757,8.0,5.1135,9.9675,8.2581,3.9714,6.327,7.9757,"[[2.829, 0.0], [5.113, 0.0], [7.398, 0.0], [9.968, 0.0], [12.252, 0.0], [16.249, -0.131]]",0.0,0.0,7.9915,0.0,0.0,0.9926,1.0,0.0,ok,10.6603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab857edfbfc94a369e6dce819fe16aec,scene-0330,43
1.9896,4.7251,6.9941,1.5567,2.749,4.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.6256,3.4002,6.9941,2.0257,2.4313,3.8269,True,"[-1.2402, -3.0679, -1.2402, -1.5013, -3.329, -0.0653, -1.893, -0.718]","[-746.3211, -1035.8223, -1315.9705, -1521.5902, -1862.5448, -20443.5428, -75472.3911, -100437.9588]","[3.6611, -1001032.6773, -1001312.8255, -1001518.4452, -1001859.9225, -1020440.3978, -1075469.7687, -1100435.3364]","[3.827, 4.034, 3.724, 3.468, 3.95, 3.705, 6.079, 5.737]",0.9369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4676,8.0,1.9896,3.1387,8.5142,1.5567,2.2774,3.4676,"[[1.402, -0.261], [2.544, -0.653], [2.258, 0.261], [3.4, 0.0], [5.97, -1.828], [6.541, -2.48]]",0.636,0.2615,-1.5201,0.469,0.1538,0.3593,3.0,0.0,ok,6.0786,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,09361337f2bf4e819aac2a310481e62f,scene-0331,43
3.73,7.2538,10.2228,2.8539,4.7121,6.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,3.73,6.4588,10.2228,2.8539,4.5133,6.2446,True,"[-2.7415, -2.4152, -2.7415, -2.1541, -2.4152, -4.047, -2.7415, -2.3499]","[-576.0153, -7611.9869, -42170.9675, -147513.1442, -7113.8592, -14796.1782, -17091.8781, -18712.8625]","[2.9174, -1007609.6891, -1042168.6697, -1147510.8465, -2013298.6522, -2020980.9712, -2023276.671, -2024897.6554]","[6.245, 6.564, 5.958, 7.753, 7.385, 6.786, 5.858, 5.24]",0.7739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2398,8.0,3.73,7.6713,8.6958,2.8539,3.9336,5.2398,"[[1.973, -0.131], [3.686, -0.783], [5.97, -1.828], [6.827, -2.48], [9.111, -4.569], [9.968, -5.483]]",0.0,-1.2125,1.527,0.0,0.5797,1.0049,3.0,0.0,ok,7.7526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d6f57f68244a4136aa87ae54bf0aaef1,scene-0331,43
1.2939,5.0666,11.8493,0.8472,2.4687,5.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,left,1.2939,5.0666,11.8493,0.8472,2.4687,5.0131,False,"[-3.329, -3.329, -4.1123, -4.4387, 8.2899, -2.3499, -2.611, -4.1776]","[-439.7616, -284.5186, -1620.4689, -20125.859, -26611.4279, -133844.1993, -144861.5154, -150996.5344]","[1.2543, 1.2449, -1001619.8012, -1020125.1913, -1026610.7601, -1133843.5198, -1144860.8359, -1150995.855]","[5.013, 5.123, 5.028, 5.162, 4.937, 5.435, 5.746, 6.115]",0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.937,8.0,1.7785,5.0666,11.5209,1.1777,2.634,4.937,"[[1.973, -0.261], [3.686, -0.783], [5.97, -1.828], [6.541, -2.48], [8.54, -4.569], [10.539, -6.658]]",-0.4846,0.0,0.3284,-0.3305,-0.1653,0.0761,1.0,0.0,ok,6.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bb0abb64c37b49058b885392c22d3b29,scene-0331,43
0.4188,1.374,4.5867,0.2522,0.5601,1.7931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.4188,1.374,4.5867,0.2522,0.5601,1.7931,False,"[-0.0, -0.0, -0.0, -0.2611, -1.1749, -0.8486, -0.0, -8.2899]","[-187.4814, -750.5378, -131.1343, -304.123, -2549.1991, -3139.9612, -3346.5946, -11954.527]","[4.2221, 4.0693, 2.753, 2.6082, -1002547.6646, -1003136.9424, -1003345.0601, -1011951.5081]","[1.793, 0.61, 1.794, 1.466, 1.083, 1.027, 1.059, 3.367]",0.7934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6103,8.0,0.4188,1.374,0.8809,0.2522,0.5601,0.6103,"[[2.258, 0.0], [4.542, 0.0], [7.683, 0.0], [9.682, 0.0], [11.11, 0.0], [14.25, 0.0]]",0.0,0.0,3.7058,0.0,0.0,1.1829,5.0,0.0,ok,3.3666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b3105c6e9a3a4a30bddd24b48b111d78,scene-0331,43
5.6955,11.9881,17.9853,4.3003,7.2156,10.2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.6955,11.9881,17.9853,4.3003,7.3584,10.3773,False,"[-0.1305, -0.1305, -0.3264, -0.0653, -0.0, -1.6319, -0.0653, -0.2611]","[-16.7634, -50.1463, -241.3973, -826.1537, -1430.536, -2618.711, -4485.5904, -165126.8893]","[3.5758, 3.5698, 3.1827, -1000823.3698, -1001427.7575, -1002615.9271, -1004482.8119, -1165124.1108]","[10.377, 10.425, 10.379, 10.57, 10.815, 10.527, 10.662, 14.185]",1.2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3773,8.0,5.6955,11.9881,17.9853,4.3003,7.3584,10.3773,"[[3.115, 0.0], [5.97, -0.131], [9.111, -0.131], [12.252, -0.131], [15.107, -0.261], [18.248, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,14.1849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,097c7295f13a4746a2c46d036c21bd3e,scene-0332,43
6.9454,12.016,17.8493,5.2921,8.0969,10.7916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,7.5153,14.871,17.8493,5.006,9.025,11.5055,False,"[-0.1305, -0.1305, -0.2611, -0.1305, -0.1305, -0.0, -7.5719, -0.9791]","[-1251.171, -748.305, -1358.957, -1413.9328, -15182.6563, -28010.5283, -63849.5833, -840042.0459]","[4.5709, 3.9691, -1001355.8456, -1001410.8215, -1015178.9412, -1028006.8133, -1063846.472, -1840038.3309]","[11.505, 10.791, 10.554, 9.649, 11.364, 12.013, 9.878, 19.66]",3.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6494,8.0,7.5153,12.016,11.8534,5.006,7.9538,9.6494,"[[2.544, 0.0], [7.969, 0.0], [12.537, -0.261], [17.106, 0.0], [18.819, -0.131], [23.387, -0.261]]",0.0,2.8551,5.996,0.0,1.0712,1.856,5.0,0.0,ok,19.6602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255afd1fb1a34c9ebc1a577e49fbccd4,scene-0332,43
1.2414,1.2806,1.0194,0.8755,1.0437,1.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.2414,1.2806,1.0194,0.8755,1.0437,1.0532,False,"[-0.1305, -0.1305, -0.1305, -0.1958, -0.0653, -0.1958, -8.2899, -0.1305]","[-16.3221, -316.305, -50.0003, -459.6178, -974.682, -14516.8225, -17001.6884, -111794.6558]","[4.5417, 4.5334, 3.6831, -1000456.8187, -1000971.0252, -1014514.0234, -1016998.8894, -1111790.999]","[1.053, 1.521, 0.918, 1.479, 2.28, 4.405, 3.928, 3.864]",1.3293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183,8.0,1.2414,0.7543,1.0194,0.8755,0.8413,0.9183,"[[4.257, 0.0], [8.54, 0.0], [12.537, -0.131], [16.82, -0.131], [20.818, -0.131], [24.815, -0.261]]",0.0,0.5263,0.0,0.0,0.2024,0.1349,1.0,0.0,ok,4.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d557b9adf90b44b0b128ceb13e23e386,scene-0332,43
0.9768,0.8238,1.7544,0.7208,0.6493,0.8084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.9768,0.8238,2.0332,0.7208,1.0026,1.0904,False,"[-0.0653, -0.1305, -0.4569, -0.0653, -0.0653, -0.1305, -0.1958, -8.2899]","[-231.6028, -946.4063, -1071.5516, -1511.6922, -5413.1084, -7769.4995, -13552.1062, -29120.9375]","[3.7353, -1000943.8655, -1001069.0108, -1001509.1515, -1005410.5677, -1007766.9587, -1013549.5655, -1029118.3968]","[1.09, 1.177, 2.623, 1.995, 2.305, 3.277, 2.26, 5.6]",1.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0904,8.0,0.9768,0.8238,2.0332,0.7208,1.0026,1.0904,"[[4.257, 0.0], [8.54, 0.0], [12.537, 0.0], [18.248, 0.0], [23.387, -0.131], [26.528, -0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,5.6002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87e52fd5dabd4c1fa075f42c0a89e72e,scene-0332,43
