base_L2@1s,base_L2@2s,base_L2@3s,base_avgL2@1s,base_avgL2@2s,base_avgL2@3s,base_coll@1s,base_coll@2s,base_coll@3s,base_cumColl@1s,base_cumColl@2s,base_cumColl@3s,base_meanColl@1s,base_meanColl@2s,base_meanColl@3s,base_status,command,got_L2@1s,got_L2@2s,got_L2@3s,got_avgL2@1s,got_avgL2@2s,got_avgL2@3s,got_beats_base,got_cand_cmd,got_cand_kin,got_cand_total,got_cand_vals,got_candidate_spread,got_coll@1s,got_coll@2s,got_coll@3s,got_cumColl@1s,got_cumColl@2s,got_cumColl@3s,got_meanColl@1s,got_meanColl@2s,got_meanColl@3s,got_minADE_C,got_n_candidates,got_oracle_L2@1s,got_oracle_L2@2s,got_oracle_L2@3s,got_oracle_avgL2@1s,got_oracle_avgL2@2s,got_oracle_avgL2@3s,got_pred,got_selection_gap_L2@1s,got_selection_gap_L2@2s,got_selection_gap_L2@3s,got_selection_gap_avgL2@1s,got_selection_gap_avgL2@2s,got_selection_gap_avgL2@3s,got_selection_rank,got_selection_top1,got_status,got_worst_candidate,mean_coll@1s,mean_coll@2s,mean_coll@3s,mean_cumColl@1s,mean_cumColl@2s,mean_cumColl@3s,mean_meanColl@1s,mean_meanColl@2s,mean_meanColl@3s,sample_token,scene,seed
0.02,1.0774,0.4701,0.1223,0.4298,0.5466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.02,1.0774,1.6149,0.1223,0.4298,0.7374,False,"[-0.0, -0.0, -0.5222, -0.6527, -0.5875, -0.8486, -8.2899, -0.7833]","[-14.6244, -140.0545, -679.8131, -1128.6757, -1329.7745, -15489.4312, -17769.9389, -96711.4828]","[4.4679, 3.8672, -1000677.0405, -1001125.9032, -1001326.4053, -1015486.062, -1017767.1663, -1096708.1136]","[0.737, 0.802, 0.998, 0.978, 2.45, 1.807, 4.051, 3.336]",1.1844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7374,8.0,0.02,1.0774,1.6149,0.1223,0.4298,0.7374,"[[3.115, 0.0], [6.541, 0.0], [9.682, 0.0], [12.823, 0.0], [16.249, 0.0], [19.39, 0.0]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,4.0511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8135e2527da0405d9887a6a9b456586f,scene-0330,44
1.455,3.4445,6.755,0.9924,1.9288,3.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.455,3.4445,7.0378,0.9924,1.9288,3.3601,False,"[-0.5222, -0.5222, -0.6527, -0.5222, -1.0444, -0.1958, -0.0, -0.1958]","[-55.7297, -1053.8843, -942.4143, -2377.3707, -3424.3692, -7611.8348, -31251.3781, -341256.7227]","[2.9167, 2.7609, -1000939.7193, -1002374.8225, -1003421.821, -1007609.2866, -1031248.6831, -1341254.0277]","[3.36, 3.381, 2.241, 4.074, 3.284, 4.408, 7.585, 9.641]",2.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241,8.0,1.455,3.4445,3.7481,0.9924,1.9288,2.241,"[[2.258, 0.0], [4.542, 0.0], [6.541, 0.0], [8.54, 0.0], [11.11, 0.0], [13.108, 1.044]]",0.0,0.0,3.2897,0.0,0.0,1.1191,2.0,0.0,ok,9.6411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89f10c1e72e34cd1b8fd94dda57dbe0e,scene-0330,44
5.1135,9.682,15.393,3.9714,6.327,8.8255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.1135,9.9675,16.2496,3.9714,6.327,8.9682,False,"[-0.0653, -0.0653, -0.3264, -0.5222, -1.1749, -0.3264, -0.1305, -0.0653]","[-93.4515, -171.9716, -192.658, -1739.1416, -1899.3833, -6326.8277, -6715.7321, -8621.3437]","[5.4283, 5.2086, 4.6594, -1001735.6393, -1001895.6857, -1006323.3255, -1006712.2299, -1008617.6461]","[8.968, 9.206, 9.019, 8.891, 9.663, 9.947, 8.654, 6.738]",0.9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7376,8.0,5.1135,9.9675,2.2613,3.9714,6.327,6.7376,"[[2.829, 0.0], [5.113, 0.0], [7.398, 0.0], [9.968, 0.0], [12.252, 0.0], [16.249, -0.131]]",0.0,0.0,13.9883,0.0,0.0,2.2307,3.0,0.0,ok,9.9466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab857edfbfc94a369e6dce819fe16aec,scene-0330,44
1.9896,4.7251,6.9941,1.5567,2.749,4.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.9896,4.7251,6.9941,1.5567,2.6735,3.9884,True,"[-1.2402, -1.6971, -0.1305, -2.3499, -1.2402, -2.4804, -1.436, -2.6763]","[-84.8893, -682.7828, -865.7822, -5757.1845, -8022.4335, -8732.0662, -13039.744, -161583.6247]","[4.0566, -1000679.7341, -1000862.7334, -1005754.1357, -2012298.4822, -2013008.1148, -2017315.7927, -2165859.6733]","[3.988, 3.754, 3.197, 4.491, 4.2, 4.038, 4.644, 6.725]",0.9796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1972,8.0,1.9896,4.7251,2.5578,1.5567,2.6735,3.1972,"[[1.116, -0.131], [1.973, -0.261], [2.829, -0.392], [4.542, -1.305], [5.97, -1.828], [6.541, -2.48]]",0.0,0.0,4.4363,0.0,0.0,0.7912,2.0,0.0,ok,6.7254,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,09361337f2bf4e819aac2a310481e62f,scene-0331,44
3.73,7.2538,10.2228,2.8539,4.7121,6.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,3.3841,6.4588,10.2228,2.6874,4.43,6.1891,True,"[-2.7415, -2.7415, -2.0235, -1.2402, -2.0888, -8.2899, -8.2899, -3.8512]","[-857.0078, -1131.5536, -1762.935, -6361.8356, -7938.2519, -32673.1493, -73238.478, -152260.3185]","[3.5215, 3.4728, -1001760.5284, -1006359.4722, -1007935.8453, -1032670.7859, -1073236.1146, -1152257.9119]","[6.189, 5.912, 6.462, 5.82, 5.894, 7.498, 8.411, 8.708]",1.1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8204,8.0,2.5884,6.4588,7.5792,1.8565,4.0146,5.8204,"[[1.973, -0.261], [3.4, -0.392], [5.97, -1.828], [6.827, -2.48], [9.111, -4.569], [9.968, -5.483]]",0.7957,0.0,2.6436,0.8309,0.4154,0.3688,3.0,0.0,ok,8.7075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d6f57f68244a4136aa87ae54bf0aaef1,scene-0331,44
1.2939,5.0666,11.8493,0.8472,2.4687,5.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,left,1.2939,5.0666,10.558,0.8472,2.4687,4.54,True,"[-2.6763, -3.329, -4.5692, -7.5066, -3.329, -3.5901, -7.3108, -3.4596]","[-809.5667, -439.7616, -1580.821, -3420.1746, -6648.8047, -6770.7128, -12619.0365, -145859.8395]","[2.0184, 1.6564, -1001580.2776, -1003419.8063, -1006648.4365, -1006770.3445, -1012618.6682, -1145859.2961]","[4.54, 5.013, 5.674, 7.522, 5.567, 5.538, 6.901, 5.986]",0.9043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,8.0,1.2939,5.0666,10.558,0.8472,2.4687,4.54,"[[1.973, -0.261], [3.686, -0.783], [5.97, -1.828], [6.541, -2.48], [9.396, -3.133], [10.539, -5.353]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,7.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bb0abb64c37b49058b885392c22d3b29,scene-0331,44
0.4188,1.374,4.5867,0.2522,0.5601,1.7931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.4188,1.374,4.5867,0.2522,0.5601,1.7931,False,"[-0.0, -0.0, -0.8486, -0.0653, -0.0653, -0.1958, -0.1305, -0.0653]","[-187.4814, -196.16, -416.3061, -1399.2121, -1731.8652, -2133.147, -9169.8705, -25653.5761]","[4.3888, 4.3746, 1.1346, -1001396.0856, -1001728.7387, -1002130.0205, -1009166.7308, -1025650.4364]","[1.793, 2.37, 0.974, 1.84, 2.657, 1.884, 1.942, 1.678]",0.4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743,8.0,0.4188,1.374,2.4824,0.2522,0.5601,0.9743,"[[2.258, 0.0], [4.542, 0.0], [7.683, 0.0], [9.682, 0.0], [11.11, 0.0], [14.25, 0.0]]",0.0,0.0,2.1043,0.0,0.0,0.8188,2.0,0.0,ok,2.6569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b3105c6e9a3a4a30bddd24b48b111d78,scene-0331,44
5.6955,11.9881,17.9853,4.3003,7.2156,10.2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.6955,11.9881,17.9853,4.3003,7.3584,10.3773,False,"[-0.1305, -0.1305, -0.1958, -0.5222, -0.1958, -0.4569, -0.1305, -0.2611]","[-16.7634, -337.8643, -25.2181, -499.6911, -5440.7539, -10618.3825, -18541.484, -21073.5721]","[3.7758, 3.6637, 3.3211, 0.922, -1005438.6945, -1010616.3231, -1018539.4973, -1021071.5854]","[10.377, 10.234, 10.996, 10.524, 11.519, 9.169, 9.949, 10.962]",0.6756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.169,8.0,5.6955,11.9881,8.6085,4.3003,7.3584,9.169,"[[3.115, 0.0], [5.97, -0.131], [9.111, -0.131], [12.252, -0.131], [15.107, -0.261], [18.248, -0.261]]",0.0,0.0,9.3768,0.0,0.0,1.2083,3.0,0.0,ok,11.5194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,097c7295f13a4746a2c46d036c21bd3e,scene-0332,44
6.9454,12.016,17.8493,5.2921,8.0969,10.7916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,6.9454,12.016,17.8493,5.2921,8.0969,10.8867,False,"[-0.1305, -0.1305, -0.2611, -0.1305, -0.1305, -5.7442, -0.0, -1.1097]","[-112.2979, -10561.38, -105860.4234, -2550.3685, -2995.2271, -14337.0147, -1067702.6479, -964398.9816]","[3.0333, -1010559.4217, -1105858.4651, -2005775.4231, -2006220.2817, -2017562.0693, -2067700.6896, -2967624.0362]","[10.887, 8.793, 18.741, 10.987, 11.411, 12.302, 17.169, 21.052]",4.1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7934,8.0,6.9454,12.016,13.281,5.2921,8.0969,8.7934,"[[3.686, 0.0], [7.398, -0.131], [11.11, -0.131], [14.25, -0.131], [18.819, -0.131], [23.387, -0.261]]",0.0,0.0,4.5684,0.0,0.0,2.0933,1.0,0.0,ok,21.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255afd1fb1a34c9ebc1a577e49fbccd4,scene-0332,44
1.2414,1.2806,1.0194,0.8755,1.0437,1.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.5269,1.2806,1.5426,0.9455,1.0787,1.1638,False,"[-0.0653, -0.1305, -0.1305, -0.1958, -0.0653, -0.3264, -0.2611, -0.5222]","[-391.063, -16.3221, -379.9657, -1197.0774, -1451.4434, -7415.4899, -759786.3366, -816793.7383]","[3.806, 3.3612, 3.356, 2.9036, -1001449.2269, -1007413.2733, -1759784.12, -1816791.5258]","[1.164, 1.053, 1.077, 1.332, 1.524, 2.491, 9.847, 9.201]",3.5306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0532,8.0,1.2414,1.2806,1.0194,0.8755,1.0437,1.0532,"[[3.4, -0.131], [8.825, 0.0], [12.537, -0.131], [16.82, -0.131], [20.818, -0.131], [25.386, -0.131]]",0.2855,0.0,0.5232,0.07,0.035,0.1105,2.0,0.0,ok,9.8472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d557b9adf90b44b0b128ceb13e23e386,scene-0332,44
0.9768,0.8238,1.7544,0.7208,0.6493,0.8084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.8313,0.8238,2.0332,1.4332,1.3588,1.3279,False,"[-0.0653, -0.0653, -0.1305, -0.0, -0.0653, -0.3264, -0.2611, -0.1958]","[-108.4983, -231.6028, -745.5244, -1199.1005, -2148.1346, -3225.7871, -12430.6343, -15001.8607]","[3.6392, 3.6215, -1000743.3582, -1001196.9298, -1002145.9684, -1003223.6164, -1012428.4681, -1014999.69]","[1.328, 1.09, 1.738, 1.264, 1.716, 2.376, 2.368, 2.283]",0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0904,8.0,0.9768,0.8238,2.0332,0.7208,1.0026,1.0904,"[[3.686, 0.0], [7.683, 0.0], [12.537, 0.0], [18.248, 0.0], [23.387, -0.131], [26.528, -0.131]]",0.8545,0.0,0.0,0.7124,0.3562,0.2375,2.0,0.0,ok,2.3758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87e52fd5dabd4c1fa075f42c0a89e72e,scene-0332,44
4.5443,9.3964,13.109,3.2585,5.6136,7.5887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,4.2569,9.3974,13.109,3.2576,5.6134,7.7788,False,"[-0.0653, -0.0653, -0.3264, -1.3055, -0.9138, -0.4569, -0.1305, -1.2402]","[-93.402, -170.5955, -106.2296, -340.8633, -546.5465, -1505.973, -3025.9763, -16802.1412]","[4.4092, 2.3884, 1.8621, 1.8065, 0.5691, -1001505.1051, -1003023.1019, -1016799.2668]","[7.779, 7.779, 9.018, 7.635, 7.151, 8.64, 8.731, 9.575]",0.7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1507,8.0,4.5443,9.3974,10.6959,3.2585,5.6139,7.1507,"[[2.258, 0.0], [4.257, 0.0], [6.541, 0.0], [9.396, -0.131], [11.11, -0.131], [13.108, -0.131]]",-0.2874,0.0,2.4131,-0.0009,-0.0005,0.6281,2.0,0.0,ok,9.5749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418cbb70159341c1ada4f3ba1fb69713,scene-0344,44
5.1135,10.5394,15.3931,3.9714,6.4703,9.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.1135,9.9684,15.3931,3.9714,6.3298,8.9226,True,"[-0.0653, -0.0653, -0.8486, -0.0, -0.1958, -0.1958, -0.0653, -8.2899]","[-51.7278, -92.1331, -745.1654, -273.7794, -808.1291, -1471.918, -2068.982, -16827.3932]","[3.2001, 3.1942, 2.7804, -1000271.5204, -1000805.8685, -1001469.6591, -1002066.723, -1016825.1326]","[8.923, 9.016, 8.7, 9.922, 9.493, 9.733, 7.115, 10.665]",0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1149,8.0,5.1135,9.9684,9.3974,3.9714,6.3298,7.1149,"[[2.829, 0.0], [5.113, 0.0], [7.398, -0.392], [9.968, -0.131], [12.823, -0.131], [15.393, -0.131]]",0.0,0.0,5.9958,0.0,0.0,1.8077,2.0,0.0,ok,10.6652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eb9d7bc242d14e92a46c1037126cb204,scene-0344,44
5.1135,10.5394,15.9642,3.9714,6.4703,9.1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.1135,10.5394,15.9642,3.9714,6.4703,9.1114,False,"[-0.0653, -0.0653, -0.1958, -0.6527, -0.3264, -0.0653, -0.0, -8.2899]","[-120.3089, -400.2334, -353.6898, -344.5664, -4554.1705, -5922.9176, -6671.3753, -140757.22]","[4.0105, 1.3252, 1.2776, 1.1075, -1004551.0177, -1005919.7648, -1006670.9017, -1140754.0672]","[9.111, 9.164, 8.736, 9.886, 9.066, 13.727, 8.973, 18.826]",3.3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7361,8.0,5.1135,10.8524,13.685,3.9714,6.5485,8.7361,"[[2.829, 0.0], [5.113, 0.0], [7.398, -0.131], [10.539, -0.131], [12.823, -0.131], [15.964, -0.131]]",0.0,-0.313,2.2792,0.0,-0.0783,0.3754,3.0,0.0,ok,18.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113f0ef12c2d455ebd676580a8bb9d57,scene-0344,44
5.399,11.1104,17.3918,4.1141,6.7558,9.5873,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,ok,straight,5.399,11.1104,13.9649,4.3997,7.1126,9.3529,True,"[-0.0, -0.0653, -0.0653, -0.1305, -0.2611, -0.1958, -0.1305, -0.3264]","[-486.8514, -218.4597, -346.9778, -340.4138, -1222.6799, -2229.5444, -31902.932, -810291.3789]","[4.1677, 3.7074, 3.5277, 3.0665, -1001220.1696, -1002227.2135, -1031900.4218, -1810289.0479]","[9.353, 9.73, 9.825, 10.206, 12.444, 10.445, 10.785, 22.485]",4.0936,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,9.3529,8.0,5.399,11.1104,13.9649,4.3997,7.1126,9.3529,"[[3.4, 0.0], [5.399, 0.0], [8.54, -0.131], [11.11, -0.131], [13.679, 0.783], [13.965, 0.0]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,22.4845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,23d04168ebfa4aabbd7ab5024c7f096f,scene-0344,44
5.399,10.5394,16.8207,4.2569,6.7558,9.5873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.399,10.5394,15.9642,4.2569,6.7558,9.4445,True,"[-0.0653, -0.0653, -0.0, -0.1958, -0.0, -0.5875, -1.6971, -0.718]","[-66.7774, -452.0604, -753.7479, -1794.7675, -3244.3405, -17055.7343, -19662.4563, -31044.8783]","[3.4092, 3.3735, -1000751.8138, -1001792.834, -1003242.4071, -1017053.8002, -1019660.5221, -1031042.9448]","[9.445, 9.492, 10.267, 11.824, 11.11, 11.024, 9.533, 12.08]",0.9963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4445,8.0,5.399,10.5394,15.9642,4.2569,6.7558,9.4445,"[[3.115, 0.0], [5.399, 0.0], [7.969, -0.131], [10.539, -0.131], [13.679, -0.131], [15.964, -0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,12.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c525629d7b3749d8968b486bb5412adf,scene-0345,44
1.7381,1.4861,2.3821,1.2208,1.3436,1.5379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,2.3049,1.3141,2.267,2.2188,1.7996,1.8227,False,"[0.0653, -0.3916, -0.6527, -0.0, 0.0653, -0.0, -0.1305, -0.0653]","[-133.8669, -2022.8633, -4427.092, -5947.4135, -1490.5752, -1581.6166, -2091.892, -169033.7948]","[2.3195, -1002021.82, -1004426.0487, -1005946.3702, -2004081.3145, -2004172.3558, -2004682.6312, -2171624.534]","[1.823, 2.039, 3.224, 3.505, 2.013, 2.017, 2.941, 11.151]",2.9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8227,8.0,2.3049,1.3141,2.267,2.2188,1.7996,1.8227,"[[3.686, -0.131], [5.685, -0.131], [6.827, 0.0], [9.111, 0.0], [11.11, -0.131], [13.108, -0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,11.1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d8866c75f88a4dbaa461260b81409544,scene-0345,44
1.3761,3.2651,6.1958,0.9915,1.8861,3.1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,1.135,3.2791,6.4027,0.8435,1.5473,2.992,True,"[2.2846, 2.2846, 0.718, 1.5666, 3.0026, 2.6763, 3.3943, 1.7624]","[-645.9872, -194.4463, -645.8129, -723.5834, -1029.777, -4131.0184, -22461.4127, -186079.7925]","[2.317, 1.4113, -1000644.9362, -1000721.7935, -1001027.9871, -1004130.1417, -1022459.6228, -1186078.9157]","[2.992, 3.439, 4.404, 2.783, 2.383, 3.08, 2.337, 6.06]",1.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3371,8.0,1.135,3.2791,1.3062,0.8435,1.5473,2.3371,"[[3.4, -0.131], [6.827, -0.522], [7.683, -1.567], [9.396, -1.567], [11.11, -3.133], [13.679, -4.569]]",0.0,0.0,5.0965,0.0,0.0,0.6549,3.0,0.0,ok,6.0598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699e94e9f1cc4dffa7c58c00fd3a740f,scene-0345,44
1.8522,4.839,6.1148,1.3541,2.9021,4.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.8522,4.839,6.1148,1.3541,2.9021,4.0105,False,"[-0.0653, -0.2611, -0.1958, -0.0653, -0.0653, -0.3264, -0.2611, -0.1305]","[-42.3747, -49.038, -2329.5627, -3634.0362, -15187.8838, -39431.8461, -140296.9242, -861795.1156]","[4.5412, 2.5342, -1002326.5845, -1003631.058, -1015184.9057, -1039428.868, -1140293.946, -1861792.1374]","[4.011, 3.169, 3.656, 4.867, 5.035, 6.832, 9.825, 10.036]",2.5312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.169,8.0,1.8522,4.839,2.4947,1.3541,2.9021,3.169,"[[4.257, 0.0], [8.54, 0.0], [12.537, 0.0], [16.82, 0.0], [20.532, 0.0], [24.815, -0.131]]",0.0,0.0,3.6201,0.0,0.0,0.8416,2.0,0.0,ok,10.0365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13ccb50e48444e128c76ca469117d676,scene-0345,44
1.6871,3.4003,5.1135,1.2588,2.1154,2.8293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.6871,1.6871,5.1135,1.2588,1.4016,2.3534,True,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0653, -0.0653, -0.0653]","[-125.8959, -142.4475, -195.8827, -212.4343, -279.7095, -374.582, -724.8763, -1014.4269]","[3.5165, 3.4611, 3.2827, 3.2273, 3.0022, 0.6187, -1000722.9974, -1001012.5476]","[2.353, 1.925, 2.544, 2.782, 2.449, 2.354, 2.312, 2.354]",0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9251,8.0,1.6871,1.6871,3.9714,1.2588,1.4016,1.9251,"[[0.831, 0.0], [1.687, 0.0], [1.402, 0.0], [1.687, 0.0], [3.4, 0.0], [5.113, 0.0]]",0.0,0.0,1.1421,0.0,0.0,0.4283,2.0,0.0,ok,2.7817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c35efe5eaf784275b8c7e31fb50aa902,scene-0346,44
1.6871,3.6858,4.5424,1.2588,2.1868,2.8768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.6871,3.6858,5.1135,1.2588,2.1868,2.9244,False,"[-0.0, -0.0, -0.0653, -0.1958, -0.2611, -0.0653, -0.0653, -0.2611]","[-151.5548, -106.7389, -87.5541, -19.363, -3449.0686, -6499.3231, -54230.634, -116564.1867]","[3.9939, 3.9865, 3.3465, 2.0757, -1003446.7649, -1006497.0279, -1054228.3388, -1116561.8831]","[2.924, 2.829, 2.687, 3.497, 2.548, 3.401, 4.647, 5.641]",1.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5479,8.0,1.6871,3.6858,5.4242,1.2588,2.1868,2.5479,"[[0.831, 0.0], [1.687, 0.0], [2.544, 0.0], [3.686, 0.0], [3.686, 0.0], [5.113, 0.0]]",0.0,0.0,-0.3107,0.0,0.0,0.3765,3.0,0.0,ok,5.6411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0ed1a404c1fb4f7a87a30d3ee45f7f97,scene-0346,44
1.4399,4.317,5.5495,0.792,2.2878,3.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.4399,4.0325,5.5623,0.792,2.0742,3.2398,False,"[-0.0653, -0.0653, -0.8486, -1.6319, -0.4569, -0.4569, -7.115, -8.2899]","[-177.1318, -311.7806, -771.6855, -1450.431, -4022.6714, -4747.5233, -14943.5284, -27967.1926]","[3.7579, 3.7426, -1000769.3832, -1001448.128, -1004020.3691, -1004745.2203, -1014941.2261, -1027964.8896]","[3.24, 3.287, 3.12, 3.026, 3.323, 3.234, 4.374, 5.327]",0.7564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0261,8.0,1.4399,4.0325,7.1314,0.792,2.0742,3.0261,"[[1.687, 0.0], [3.115, 0.0], [4.542, 0.0], [5.97, 0.0], [6.541, 0.0], [9.111, 0.131]]",0.0,0.0,-1.5691,0.0,0.0,0.2136,3.0,0.0,ok,5.3268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5ad76231ff724caa85e151d89bc8770a,scene-0346,44
0.5475,1.1728,1.4434,0.6119,0.671,0.7203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.5475,0.2928,1.4598,0.6119,0.451,0.5683,True,"[-0.3916, -0.6527, -0.3916, -0.8486, -0.9138, -0.1305, -8.2899, -1.9582]","[-180.2815, -39.1608, -716.6065, -927.8371, -2971.8286, -5420.6251, -17911.3726, -119099.3898]","[4.5015, 4.4026, 4.1535, 3.9684, -1002968.6481, -1005417.1105, -1017908.192, -1119095.8752]","[0.568, 0.488, 0.728, 1.028, 1.428, 1.752, 3.561, 4.048]",1.2846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4882,8.0,0.5475,0.2928,0.8251,0.6119,0.451,0.4882,"[[2.829, 0.0], [5.113, 0.0], [7.398, 0.0], [9.682, 0.0], [13.108, 0.261], [14.822, 0.783]]",0.0,0.0,0.6347,0.0,0.0,0.0801,1.0,0.0,ok,4.0485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0af54713a83e4d54b852eb2239039136,scene-0346,44
